Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,split
8/10/1999,-0.003620781,-0.005772635,-0.017602922,-0.009400073,-0.016894601,-0.003265119,-0.018424026,-0.020156365,0,train
8/11/1999,0.025075824,0.006295458,0.018944299,0.017621412,0.031545812,-0.010518983,-0.005178745,0.009840768,0.021661834,train
8/12/1999,0.008805618,0.002090175,0.004681206,-0.003827989,-0.012658064,0.018336813,-0.005205495,0,0.011834306,train
8/13/1999,-0.000584392,-0.003136634,0.032165763,0.017381911,0.031350475,0.007112486,0.012963556,0.017133411,0.019802708,train
8/16/1999,-0.014728232,-0.009997502,-0.00388371,0.003762345,0.003080961,0.005782581,-0.007758061,0,0.013745529,train
8/17/1999,0.012385947,0.0073765,0.03567228,0.013852451,0.004605262,0.005112135,0.0108441,0.012380634,-0.002277659,train
8/18/1999,-0.017144094,-0.0073765,-0.010694915,-0.009569834,-0.011551756,-0.014120858,-0.006182044,0.006689071,-0.00342661,train
8/19/1999,0.008312671,0.006851323,-0.013372016,-0.012903467,-0.010121041,0.006443212,-0.011434693,-0.004454594,-0.008618386,train
8/20/1999,0.008831423,0.003146179,0.014004362,0.01022903,0.003125029,0.019714141,-0.002617398,-0.002234477,0.010904127,train
8/23/1999,0.001171535,0.00522202,0.026202046,0.021198529,0.022749983,0.021801319,0.004706005,0.009462705,0.015855369,train
8/24/1999,-0.004106567,-0.006269467,0.002460374,0.000524193,0.015510103,-0.004322443,-0.00261179,-0.0139466,-0.001124016,train
8/25/1999,-0.024398952,-0.004728221,-0.008017818,0.010946566,0.02080313,0.029269897,0.01402283,0.020022876,0.010072633,train
8/26/1999,-0.011510809,-0.026142077,-0.023176461,-0.00519803,-0.012206811,-0.016358836,0.000515762,-0.007739402,-0.019680385,train
8/27/1999,0.000608162,-0.000540684,-0.016614334,-0.01153031,-0.005598205,-0.01291106,-0.0134925,-0.007240586,-0.003982732,train
8/30/1999,-0.019680435,-0.013613207,-0.033412322,-0.025628857,-0.016603734,0.001236712,-0.013677817,-0.024328933,-0.021903002,train
8/31/1999,-0.024522129,0.013613207,-0.00133325,0.002160874,0.008714222,-0.008689847,-0.007976078,-0.003442483,-0.011723784,train
9/1/1999,0.013279173,-0.0027077,0.004658465,0.002694812,0.005266861,-0.003747661,0.003730197,0.001148489,0.001178705,train
9/2/1999,-0.010101398,-0.010905507,-0.019443934,-0.008648513,-0.003759271,-0.001253026,-0.013926339,-0.010386642,-0.011848332,train
9/3/1999,0.022585949,0.011989624,0.049531041,0.024136219,0.035882617,0.017391646,0.018701841,0.031404481,0.027044267,train
9/7/1999,-0.01500073,0.018250861,-0.027434286,0.011067238,0.00036369,-0.00741635,-0.006905897,0.011735165,-0.015784739,train
9/8/1999,0,0.003185841,-0.006644671,0.003139687,-0.006925772,0.000620019,-0.014496675,-0.004454594,-0.005317344,train
9/9/1999,0.000629717,0.022025529,-0.012071826,-0.007341234,0.008740405,-0.014361098,0.003778381,-0.006718372,0.003548098,train
9/10/1999,0.020554796,-0.003116973,0.007394371,-0.002635356,0.010818848,0.001256285,0.00376509,0.005602134,0.018714293,train
9/13/1999,0.007371324,-0.015731852,-0.009421454,-0.007414921,-0.013723913,-0.001256285,0.0090836,-0.001677546,-0.002902007,train
9/14/1999,-0.016039717,-0.011161685,-0.018424155,-0.009079078,0.010849811,-0.016487673,0.000531731,-0.010123851,-0.00524272,train
9/15/1999,-0.009372121,-0.014535837,-0.004832454,0.00160818,-0.021083879,-0.007702809,0.001062544,-0.009656302,-0.00880032,train
9/16/1999,-0.031243185,-0.00054222,-0.003466396,-0.009147178,-0.004418045,0.002574223,-0.005324471,0.000570476,-0.021442302,train
9/17/1999,0.020449621,0.009396317,0.021233145,0.016359419,0.019730195,0.001621969,0.012973606,0.028123213,0.013990702,train
9/20/1999,-0.014102399,-0.015234572,-0.011663263,0.001064607,0.004332488,0.003851416,-0.005324794,-0.01227681,-0.001189832,train
9/21/1999,-0.01234155,-0.033448372,-0.016000684,-0.012855218,-0.020747611,-0.017448145,-0.013437477,-0.018130263,-0.022879062,train
9/22/1999,-0.007215501,0.001133485,-0.000701899,-0.003239547,0.001837769,-0.000652069,0.018762271,-0.002290247,0.0109027,train
9/23/1999,-0.016595381,-0.011388736,-0.007748817,-0.008145626,-0.03740187,-0.023763803,-0.009068972,-0.010947953,0.004807675,train
9/24/1999,-0.020967871,-0.010363886,0.007047159,-0.021494399,0.00228398,-0.005357803,-0.01457552,-0.015766997,-0.020594364,train
9/27/1999,0.024975821,0.009217293,-0.016997168,0.012732156,0.010214081,-0.003364047,0.01457552,0.00762258,0.016990752,train
9/28/1999,-0.014099247,-0.016185672,-0.001430057,-0.012174786,0.00450645,-0.01493556,-0.011318107,-0.009389361,-0.003013169,train
9/29/1999,0.010760483,0.013313897,-0.007178862,0.005551845,-0.018529625,-0.026335586,0.012924148,0.002943564,-0.007267978,train
9/30/1999,0.014608211,0.009728539,0.019971829,0.018651481,0.007604933,0.022222693,0.019603186,0.008779746,0.014484655,train
10/1/1999,0.004603818,-0.003422798,-0.01709428,-0.013680317,-0.006079819,0.016349536,-0.006843943,-0.003502674,0.005377352,train
10/4/1999,0.00131154,-0.011493937,0.037367942,0.017477167,0.024097644,0.011420768,0.016243313,0.015090139,0.031674331,train
10/5/1999,-0.006574968,-0.022210878,0.004143634,-0.010340245,0.00593467,-0.012096774,-0.026864419,-0.013337613,0.001730468,train
10/6/1999,0.012455345,0.017575793,0.017082744,0.014123518,0.012130183,0.038466043,0.014838705,0.02479273,0.010891931,train
10/7/1999,0.006493976,-0.018758214,-0.009530854,0.001078199,-0.005128073,-0.00783765,-0.014305308,-0.009153494,-0.002854897,train
10/8/1999,0.006451175,-0.011306255,0.017628341,0.013379442,-0.000734484,0.026529929,0.007442674,0.010860246,0.028186491,train
10/11/1999,0.001927271,0.014850116,-0.01081105,0.001593867,0.009873242,0.001276452,-0.006375886,-0.002846271,0.007200422,train
10/12/1999,-0.014221104,0.005293076,-0.019205081,-0.020917942,-0.017991774,-0.019318095,-0.019919883,-0.017252128,-0.020631418,train
10/13/1999,-0.012447052,0.006430661,-0.030230542,-0.028589245,-0.026657953,-0.019698513,0.009201586,-0.022288195,-0.011900599,train
10/14/1999,0.015047766,-0.003502664,-0.001428454,-0.010090181,-0.005724004,0.002648403,0.006445009,-0.003565311,-0.01435605,train
10/15/1999,-0.026317214,-0.014727937,-0.046078051,-0.01418393,-0.024013614,-0.037052862,-0.023836348,-0.017412391,-0.025777641,train
10/18/1999,0.005319288,0.001778758,0.03167846,-0.019620274,-0.009056876,0.018361216,0.007645841,-0.004856976,0.006506809,train
